0,"https://www.amazon.com/dp/B00LP456Z4"
1,"https://www.amazon.com/dp/B0779667VR"
2,"https://www.amazon.com/dp/B06XGFQW4C"
3,"https://www.amazon.com/dp/B001L1RFO6"
4,"NULL"
5,"https://www.amazon.com/dp/B01MAYC94J"
6,"https://www.amazon.com/dp/B073SHLK41"
7,"https://www.amazon.com/dp/B003SA29OY"
8,"https://www.amazon.com/dp/B00KYAYL2E"
9,"https://www.amazon.com/dp/B01FVDH7RO"
10,"https://www.amazon.com/dp/B079TFP3HJ"
11,"https://www.amazon.com/dp/B075Y33TS4"
12,"https://www.amazon.com/dp/B01BGCPEFG"
13,"https://www.amazon.com/dp/0310421373"
14,"https://www.amazon.com/dp/B01LTDTSQI"
15,"https://www.amazon.com/dp/B000ZEXOMC"
16,"https://www.amazon.com/dp/B00VWHN5VG"
17,"https://www.amazon.com/dp/B0186MKI0A"
18,"https://www.amazon.com/dp/B001441BTK"
19,"https://www.amazon.com/dp/B0000224A3"
20,"https://www.amazon.com/dp/B00N4TK92I"
21,"https://www.amazon.com/dp/158640427X"
22,"https://www.amazon.com/dp/B0184XZ6IU"
23,"https://www.amazon.com/dp/B0058JQJ7G"
24,"https://www.amazon.com/dp/B009A52I6U"
25,"https://www.amazon.com/dp/B01KXUKLTG"
26,"https://www.amazon.com/dp/B001EQ65HQ"
27,"https://www.amazon.com/dp/B01M8IEGMP"
28,"https://www.amazon.com/dp/B00TL72J2A"
29,"https://www.amazon.com/dp/B01834ESHK"
30,"https://www.amazon.com/dp/B00EZI5GZ2"
31,"https://www.amazon.com/dp/B078193SM7"
32,"https://www.amazon.com/dp/B016BDG82I"
33,"https://www.amazon.com/dp/B076FDC2S6"
34,"https://www.amazon.com/dp/B07HKXH5C4"
35,"NULL"
36,"https://www.amazon.com/dp/B06XXL1RVS"
37,"https://www.amazon.com/dp/B0015XI12A"
38,"https://www.amazon.com/dp/B006LNBIH4"
39,"https://www.amazon.com/dp/B000APLGQW"
40,"https://www.amazon.com/dp/B0007WK8Q2"
41,"https://www.amazon.com/dp/B004ED0Q4Y"
42,"https://www.amazon.com/dp/B000EWYVTK"
43,"https://www.amazon.com/dp/B014AHOG80"
44,"https://www.amazon.com/dp/B00E73GM08"
45,"https://www.amazon.com/dp/B0733XRL4C"
46,"https://www.amazon.com/dp/B005P0S052"
47,"https://www.amazon.com/dp/B07858FDFT"
48,"https://www.amazon.com/dp/B076CWY7F8"
49,"NULL"
50,"https://www.amazon.com/dp/B0043SBE7S"
51,"https://www.amazon.com/dp/B000GU1LYI"
52,"https://www.amazon.com/dp/B00L3F27PW"
53,"https://www.amazon.com/dp/B01J0617HO"
54,"NULL"
55,"https://www.amazon.com/dp/B000FS2VZO"
56,"https://www.amazon.com/dp/B01KG61LGY"
